8381,Tilst
8382,Hinnerup
8400,Ebeltoft
8410,Roende
8420,Knebel
8444,Balle
8450,Hammel
8462,Harlev J
8464,Galten
8471,Sabro
8472,Sporup
8500,Grenaa
8520,Lystrup
8530,Hjortshoej
8541,Skoedstrup
8543,Hornslet
8544,Moerke
8550,Ryomgaard
8560,Kolind
8570,Trustrup
8581,Nimtofte
8585,Glesborg
8586,oerum Djurs
8592,Anholt
8600,Silkeborg
8620,Kjellerup
8632,Lemming
8641,Sorring
8643,Ans By
8653,Them
8654,Bryrup
8660,Skanderborg
8670,Laasby
8680,Ry
8700,Horsens
8721,Daugaard
8722,Hedensted
8723,Loesning
8732,Hovedgaard
8740,Braedstrup
8751,Gedved
8752,oestbirk
8762,Flemming
8763,Rask Moelle
8765,Klovborg
8766,Noerre Snede
8781,Stenderup
8783,Hornsyld
8800,Viborg
8830,Tjele
8831,Loegstrup
8832,Skals
8840,Roedkaersbro
8850,Bjerringbro
8860,Ulstrup
8870,Langaa
8881,Thorsoe
8882,Faarvang
8883,Gjern
8900,Randers C
8920,Randers NV
8930,Randers Noe
8940,Randers SV
8950,oersted
8960,Randers Soe
8961,Allingaabro
8963,Auning
8970,Havndal
8981,Spentrup
8983,Gjerlev J
8990,Faarup
9000,Aalborg
9200,Aalborg SV
9210,Aalborg Soe
9220,Aalborg oest
9230,Svenstrup J
9240,Nibe
9260,Gistrup
9270,Klarup
9280,Storvorde
9293,Kongerslev
9300,Saeby
9310,Vodskov
9320,Hjallerup
9330,Dronninglund
9340,Asaa
9352,Dybvad
9362,Gandrup
9370,Hals
9380,Vestbjerg
9381,Sulsted
9382,Tylstrup
9400,Noerresundby
9430,Vadum
9440,Aabybro
9460,Brovst
9480,Loekken
9490,Pandrup
9492,Blokhus
9493,Saltum
9500,Hobro
9510,Arden
9520,Skoerping
9530,Stoevring
9541,Suldrup
9550,Mariager
9560,Hadsund
9574,Baelum
9575,Terndrup
9600,Aars
9610,Noerager
9620,Aalestrup
9631,Gedsted
9632,Moeldrup
9640,Farsoe
9670,Loegstoer
9681,Ranum
9690,Fjerritslev
9700,Broenderslev
9740,Jerslev J
9750,oestervraa
9760,Vraa
9800,Hjoerring
9830,Taars
9850,Hirtshals
9870,Sindal
9881,Bindslev
9900,Frederikshavn
9940,Laesoe
9970,Strandby
9981,Jerup
9982,aalbaek
9990,Skagen
